Fecha & Hora,PM10 (ug/m3),SO2  (ug/m3),Vel Viento  (m/s),Dir Viento (Grados),Temperatura (C°),Humedad (%)
27/06/2014 04:00:00 PM,28.2,ND,ND,ND,ND,ND
27/06/2014 05:00:00 PM,15.1,ND,ND,ND,ND,ND
27/06/2014 06:00:00 PM,16.7,ND,ND,ND,ND,ND
27/06/2014 07:00:00 PM,14.5,ND,ND,ND,ND,ND
27/06/2014 08:00:00 PM,14.6,ND,ND,ND,ND,ND
27/06/2014 09:00:00 PM,11.2,ND,ND,ND,ND,ND
27/06/2014 10:00:00 PM,12.2,ND,ND,ND,ND,ND
27/06/2014 11:00:00 PM,50.9,ND,ND,ND,ND,ND
28/06/2014 12:00:00 AM,68,ND,ND,ND,ND,ND
28/06/2014 01:00:00 AM,37.3,ND,ND,ND,ND,ND
28/06/2014 02:00:00 AM,31.2,ND,ND,ND,ND,ND
28/06/2014 03:00:00 AM,29.3,ND,ND,ND,ND,ND
28/06/2014 04:00:00 AM,27.5,ND,ND,ND,ND,ND
28/06/2014 05:00:00 AM,34,ND,ND,ND,ND,ND
28/06/2014 06:00:00 AM,29.6,ND,ND,ND,ND,ND
28/06/2014 07:00:00 AM,30.6,ND,ND,ND,ND,ND
28/06/2014 08:00:00 AM,37.2,ND,ND,ND,ND,ND
28/06/2014 09:00:00 AM,45.2,ND,ND,ND,ND,ND
28/06/2014 10:00:00 AM,44.2,ND,ND,ND,ND,ND
28/06/2014 11:00:00 AM,39.3,ND,ND,ND,ND,ND
28/06/2014 12:00:00 PM,36.8,ND,ND,ND,ND,ND
28/06/2014 01:00:00 PM,37.2,ND,ND,ND,ND,ND
28/06/2014 02:00:00 PM,37.2,ND,ND,ND,ND,ND
28/06/2014 03:00:00 PM,45.7,ND,ND,ND,ND,ND
28/06/2014 04:00:00 PM,52.3,ND,ND,ND,ND,ND
28/06/2014 05:00:00 PM,52.7,ND,ND,ND,ND,ND
28/06/2014 06:00:00 PM,51.6,ND,ND,ND,ND,ND
28/06/2014 07:00:00 PM,51.6,ND,ND,ND,ND,ND
28/06/2014 08:00:00 PM,34.8,ND,ND,ND,ND,ND
28/06/2014 09:00:00 PM,53.9,ND,ND,ND,ND,ND
28/06/2014 10:00:00 PM,42.7,ND,ND,ND,ND,ND
28/06/2014 11:00:00 PM,57.8,ND,ND,ND,ND,ND
29/06/2014 12:00:00 AM,36.5,ND,ND,ND,ND,ND
29/06/2014 01:00:00 AM,68.3,ND,ND,ND,ND,ND
29/06/2014 02:00:00 AM,70.3,ND,ND,ND,ND,ND
29/06/2014 03:00:00 AM,68.5,ND,ND,ND,ND,ND
29/06/2014 04:00:00 AM,46.5,ND,ND,ND,ND,ND
29/06/2014 05:00:00 AM,57.2,ND,ND,ND,ND,ND
29/06/2014 06:00:00 AM,47.5,ND,ND,ND,ND,ND
29/06/2014 07:00:00 AM,53.8,ND,ND,ND,ND,ND
29/06/2014 08:00:00 AM,61.4,ND,ND,ND,ND,ND
29/06/2014 09:00:00 AM,69.1,ND,ND,ND,ND,ND
29/06/2014 10:00:00 AM,70.3,ND,ND,ND,ND,ND
29/06/2014 11:00:00 AM,56.6,ND,ND,ND,ND,ND
29/06/2014 12:00:00 PM,30.6,ND,ND,ND,ND,ND
29/06/2014 01:00:00 PM,45,ND,ND,ND,ND,ND
29/06/2014 02:00:00 PM,59.2,ND,ND,ND,ND,ND
29/06/2014 03:00:00 PM,51.2,ND,ND,ND,ND,ND
29/06/2014 04:00:00 PM,25.6,ND,ND,ND,ND,ND
29/06/2014 05:00:00 PM,22.7,ND,ND,ND,ND,ND
29/06/2014 06:00:00 PM,22.1,ND,ND,ND,ND,ND
29/06/2014 07:00:00 PM,20.7,ND,ND,ND,ND,ND
29/06/2014 08:00:00 PM,15,ND,ND,ND,ND,ND
29/06/2014 09:00:00 PM,12.1,ND,ND,ND,ND,ND
29/06/2014 10:00:00 PM,12,ND,ND,ND,ND,ND
29/06/2014 11:00:00 PM,23.3,ND,ND,ND,ND,ND
30/06/2014 12:00:00 AM,35.4,ND,ND,ND,ND,ND
30/06/2014 01:00:00 AM,36.8,ND,ND,ND,ND,ND
30/06/2014 02:00:00 AM,38.7,ND,ND,ND,ND,ND
30/06/2014 03:00:00 AM,16.7,ND,ND,ND,ND,ND
30/06/2014 04:00:00 AM,11,ND,ND,ND,ND,ND
30/06/2014 05:00:00 AM,25.4,ND,ND,ND,ND,ND
30/06/2014 06:00:00 AM,12.8,ND,ND,ND,ND,ND
30/06/2014 07:00:00 AM,24.4,ND,ND,ND,ND,ND
30/06/2014 08:00:00 AM,19,ND,ND,ND,ND,ND
30/06/2014 09:00:00 AM,32.3,ND,ND,ND,ND,ND
30/06/2014 10:00:00 AM,32.6,ND,ND,ND,ND,ND
30/06/2014 11:00:00 AM,27.3,ND,ND,ND,ND,ND
30/06/2014 12:00:00 PM,23.7,ND,ND,ND,ND,ND
30/06/2014 01:00:00 PM,27.7,ND,ND,ND,ND,ND
30/06/2014 02:00:00 PM,23.9,ND,ND,ND,ND,ND
30/06/2014 03:00:00 PM,30.5,ND,ND,ND,ND,ND
30/06/2014 04:00:00 PM,26.5,ND,ND,ND,ND,ND
30/06/2014 05:00:00 PM,23.8,ND,ND,ND,ND,ND
30/06/2014 06:00:00 PM,17.4,ND,ND,ND,ND,ND
30/06/2014 07:00:00 PM,15.4,ND,ND,ND,ND,ND
30/06/2014 08:00:00 PM,13.5,ND,ND,ND,ND,ND
30/06/2014 09:00:00 PM,13.5,ND,ND,ND,ND,ND
30/06/2014 10:00:00 PM,8.8,ND,ND,ND,ND,ND
30/06/2014 11:00:00 PM,8.7,ND,ND,ND,ND,ND
01/07/2014 12:00:00 AM,37.8,ND,ND,ND,ND,ND
01/07/2014 01:00:00 AM,31.5,ND,ND,ND,ND,ND
01/07/2014 02:00:00 AM,37.6,ND,ND,ND,ND,ND
01/07/2014 03:00:00 AM,21.5,ND,ND,ND,ND,ND
01/07/2014 04:00:00 AM,20.4,ND,ND,ND,ND,ND
01/07/2014 05:00:00 AM,25.2,ND,ND,ND,ND,ND
01/07/2014 06:00:00 AM,24.9,ND,ND,ND,ND,ND
01/07/2014 07:00:00 AM,35.1,ND,ND,ND,ND,ND
01/07/2014 08:00:00 AM,47.6,ND,ND,ND,ND,ND
01/07/2014 09:00:00 AM,61.4,ND,ND,ND,ND,ND
01/07/2014 10:00:00 AM,65.6,ND,ND,ND,ND,ND
01/07/2014 11:00:00 AM,49.8,ND,ND,ND,ND,ND
01/07/2014 12:00:00 PM,45.2,ND,ND,ND,ND,ND
01/07/2014 01:00:00 PM,48.2,ND,ND,ND,ND,ND
01/07/2014 02:00:00 PM,49.1,ND,ND,ND,ND,ND
01/07/2014 03:00:00 PM,44.1,ND,ND,ND,ND,ND
01/07/2014 04:00:00 PM,55.9,ND,ND,ND,ND,ND
01/07/2014 05:00:00 PM,26.9,ND,ND,ND,ND,ND
01/07/2014 06:00:00 PM,17.4,ND,ND,ND,ND,ND
01/07/2014 07:00:00 PM,13.2,ND,ND,ND,ND,ND
01/07/2014 08:00:00 PM,8.3,ND,ND,ND,ND,ND
01/07/2014 09:00:00 PM,8.9,ND,ND,ND,ND,ND
01/07/2014 10:00:00 PM,11.6,ND,ND,ND,ND,ND
01/07/2014 11:00:00 PM,14.4,ND,ND,ND,ND,ND
02/07/2014 12:00:00 AM,33.9,ND,ND,ND,ND,ND
02/07/2014 01:00:00 AM,37.6,ND,ND,ND,ND,ND
02/07/2014 02:00:00 AM,43,ND,ND,ND,ND,ND
02/07/2014 03:00:00 AM,15.5,ND,ND,ND,ND,ND
02/07/2014 04:00:00 AM,15.2,ND,ND,ND,ND,ND
02/07/2014 05:00:00 AM,17.5,ND,ND,ND,ND,ND
02/07/2014 06:00:00 AM,33,ND,ND,ND,ND,ND
02/07/2014 07:00:00 AM,26.3,ND,ND,ND,ND,ND
02/07/2014 08:00:00 AM,21.8,ND,ND,ND,ND,ND
02/07/2014 09:00:00 AM,28.4,ND,ND,ND,ND,ND
02/07/2014 10:00:00 AM,27.1,ND,ND,ND,ND,ND
02/07/2014 11:00:00 AM,22.1,ND,ND,ND,ND,ND
02/07/2014 12:00:00 PM,23,ND,ND,ND,ND,ND
02/07/2014 01:00:00 PM,23.7,ND,ND,ND,ND,ND
02/07/2014 02:00:00 PM,23.7,ND,ND,ND,ND,ND
02/07/2014 03:00:00 PM,18.8,ND,ND,ND,ND,ND
02/07/2014 04:00:00 PM,21,ND,ND,ND,ND,ND
02/07/2014 05:00:00 PM,24,ND,ND,ND,ND,ND
02/07/2014 06:00:00 PM,28.9,ND,ND,ND,ND,ND
02/07/2014 07:00:00 PM,37.6,ND,ND,ND,ND,ND
02/07/2014 08:00:00 PM,10.4,ND,ND,ND,ND,ND
02/07/2014 09:00:00 PM,20.5,ND,ND,ND,ND,ND
02/07/2014 10:00:00 PM,32.1,ND,ND,ND,ND,ND
02/07/2014 11:00:00 PM,34.7,ND,ND,ND,ND,ND
03/07/2014 12:00:00 AM,23,ND,ND,ND,ND,ND
03/07/2014 01:00:00 AM,25.9,ND,ND,ND,ND,ND
03/07/2014 02:00:00 AM,19.4,ND,ND,ND,ND,ND
03/07/2014 03:00:00 AM,19.8,ND,ND,ND,ND,ND
03/07/2014 04:00:00 AM,19.1,ND,ND,ND,ND,ND
03/07/2014 05:00:00 AM,20.2,ND,ND,ND,ND,ND
03/07/2014 06:00:00 AM,24.4,ND,ND,ND,ND,ND
03/07/2014 07:00:00 AM,32.3,ND,ND,ND,ND,ND
03/07/2014 08:00:00 AM,45.7,ND,ND,ND,ND,ND
03/07/2014 09:00:00 AM,52.8,ND,ND,ND,ND,ND
03/07/2014 10:00:00 AM,100.2,ND,ND,ND,ND,ND
03/07/2014 11:00:00 AM,100.2,ND,ND,ND,ND,ND
03/07/2014 12:00:00 PM,70.5,ND,ND,ND,ND,ND
03/07/2014 01:00:00 PM,55.3,ND,ND,ND,ND,ND
03/07/2014 02:00:00 PM,54.9,ND,ND,ND,ND,ND
03/07/2014 03:00:00 PM,58.4,ND,ND,ND,ND,ND
03/07/2014 04:00:00 PM,33,ND,ND,ND,ND,ND
03/07/2014 05:00:00 PM,15.2,ND,ND,ND,ND,ND
03/07/2014 06:00:00 PM,16.3,ND,ND,ND,ND,ND
03/07/2014 07:00:00 PM,11.1,ND,ND,ND,ND,ND
03/07/2014 08:00:00 PM,13.4,ND,ND,ND,ND,ND
03/07/2014 09:00:00 PM,6.7,ND,ND,ND,ND,ND
03/07/2014 10:00:00 PM,20.1,ND,ND,ND,ND,ND
03/07/2014 11:00:00 PM,34.3,ND,ND,ND,ND,ND
04/07/2014 12:00:00 AM,38,ND,ND,ND,ND,ND
04/07/2014 01:00:00 AM,25.5,ND,ND,ND,ND,ND
04/07/2014 02:00:00 AM,21.6,ND,ND,ND,ND,ND
04/07/2014 03:00:00 AM,32.6,ND,ND,ND,ND,ND
04/07/2014 04:00:00 AM,30.4,ND,ND,ND,ND,ND
04/07/2014 05:00:00 AM,25.3,ND,ND,ND,ND,ND
04/07/2014 06:00:00 AM,28.7,ND,ND,ND,ND,ND
04/07/2014 07:00:00 AM,37.5,ND,ND,ND,ND,ND
04/07/2014 08:00:00 AM,50.6,ND,ND,ND,ND,ND
04/07/2014 09:00:00 AM,70.1,ND,ND,ND,ND,ND
04/07/2014 10:00:00 AM,68.7,ND,ND,ND,ND,ND
04/07/2014 11:00:00 AM,46.2,ND,ND,ND,ND,ND
04/07/2014 12:00:00 PM,35.5,ND,ND,ND,ND,ND
04/07/2014 01:00:00 PM,35.6,ND,ND,ND,ND,ND
04/07/2014 02:00:00 PM,32.1,ND,ND,ND,ND,ND
04/07/2014 03:00:00 PM,32.7,ND,ND,ND,ND,ND
04/07/2014 04:00:00 PM,30,ND,ND,ND,ND,ND
04/07/2014 05:00:00 PM,17.2,ND,ND,ND,ND,ND
04/07/2014 06:00:00 PM,6.2,ND,ND,ND,ND,ND
04/07/2014 07:00:00 PM,11.3,ND,ND,ND,ND,ND
04/07/2014 08:00:00 PM,15.2,ND,ND,ND,ND,ND
04/07/2014 09:00:00 PM,12,ND,ND,ND,ND,ND
04/07/2014 10:00:00 PM,29.6,ND,ND,ND,ND,ND
04/07/2014 11:00:00 PM,34,ND,ND,ND,ND,ND
05/07/2014 12:00:00 AM,38.6,ND,ND,ND,ND,ND
05/07/2014 01:00:00 AM,27.1,ND,ND,ND,ND,ND
05/07/2014 02:00:00 AM,24.3,ND,ND,ND,ND,ND
05/07/2014 03:00:00 AM,24.3,ND,ND,ND,ND,ND
05/07/2014 04:00:00 AM,23.7,ND,ND,ND,ND,ND
05/07/2014 05:00:00 AM,23.7,ND,ND,ND,ND,ND
05/07/2014 06:00:00 AM,26.5,ND,ND,ND,ND,ND
05/07/2014 07:00:00 AM,33.6,ND,ND,ND,ND,ND
05/07/2014 08:00:00 AM,40.1,ND,ND,ND,ND,ND
05/07/2014 09:00:00 AM,52.9,ND,ND,ND,ND,ND
05/07/2014 10:00:00 AM,44.8,ND,ND,ND,ND,ND
05/07/2014 11:00:00 AM,33,ND,ND,ND,ND,ND
05/07/2014 12:00:00 PM,36,ND,ND,ND,ND,ND
05/07/2014 01:00:00 PM,33.2,ND,ND,ND,ND,ND
05/07/2014 02:00:00 PM,41.1,ND,ND,ND,ND,ND
05/07/2014 03:00:00 PM,64.3,ND,ND,ND,ND,ND
05/07/2014 04:00:00 PM,62.9,ND,ND,ND,ND,ND
05/07/2014 05:00:00 PM,13.5,ND,ND,ND,ND,ND
05/07/2014 06:00:00 PM,7.1,ND,ND,ND,ND,ND
05/07/2014 07:00:00 PM,30.1,ND,ND,ND,ND,ND
05/07/2014 08:00:00 PM,9.2,ND,ND,ND,ND,ND
05/07/2014 09:00:00 PM,9.2,ND,ND,ND,ND,ND
05/07/2014 10:00:00 PM,21.2,ND,ND,ND,ND,ND
05/07/2014 11:00:00 PM,35.9,ND,ND,ND,ND,ND
06/07/2014 12:00:00 AM,39.1,ND,ND,ND,ND,ND
06/07/2014 01:00:00 AM,40,ND,ND,ND,ND,ND
06/07/2014 02:00:00 AM,35.6,ND,ND,ND,ND,ND
06/07/2014 03:00:00 AM,34.2,ND,ND,ND,ND,ND
06/07/2014 04:00:00 AM,43.6,ND,ND,ND,ND,ND
06/07/2014 05:00:00 AM,33,ND,ND,ND,ND,ND
06/07/2014 06:00:00 AM,37.3,ND,ND,ND,ND,ND
06/07/2014 07:00:00 AM,47.6,ND,ND,ND,ND,ND
06/07/2014 08:00:00 AM,48.3,ND,ND,ND,ND,ND
06/07/2014 09:00:00 AM,43,ND,ND,ND,ND,ND
06/07/2014 10:00:00 AM,46.3,ND,ND,ND,ND,ND
06/07/2014 11:00:00 AM,35.8,ND,ND,ND,ND,ND
06/07/2014 12:00:00 PM,30.9,ND,ND,ND,ND,ND
06/07/2014 01:00:00 PM,21.9,ND,ND,ND,ND,ND
06/07/2014 02:00:00 PM,23.6,ND,ND,ND,ND,ND
06/07/2014 03:00:00 PM,15.9,ND,ND,ND,ND,ND
06/07/2014 04:00:00 PM,19.4,ND,ND,ND,ND,ND
06/07/2014 05:00:00 PM,9.3,ND,ND,ND,ND,ND
06/07/2014 06:00:00 PM,9.3,ND,ND,ND,ND,ND
06/07/2014 07:00:00 PM,10.1,ND,ND,ND,ND,ND
06/07/2014 08:00:00 PM,11.3,ND,ND,ND,ND,ND
06/07/2014 09:00:00 PM,20.8,ND,ND,ND,ND,ND
06/07/2014 10:00:00 PM,34.1,ND,ND,ND,ND,ND
06/07/2014 11:00:00 PM,31.7,ND,ND,ND,ND,ND
07/07/2014 12:00:00 AM,55.9,ND,ND,ND,ND,ND
07/07/2014 01:00:00 AM,33.5,ND,ND,ND,ND,ND
07/07/2014 02:00:00 AM,28.8,ND,ND,ND,ND,ND
07/07/2014 03:00:00 AM,26,ND,ND,ND,ND,ND
07/07/2014 04:00:00 AM,22,ND,ND,ND,ND,ND
07/07/2014 05:00:00 AM,21.7,ND,ND,ND,ND,ND
07/07/2014 06:00:00 AM,23.4,ND,ND,ND,ND,ND
07/07/2014 07:00:00 AM,34.6,ND,ND,ND,ND,ND
07/07/2014 08:00:00 AM,49.5,ND,ND,ND,ND,ND
07/07/2014 09:00:00 AM,53.9,ND,ND,ND,ND,ND
07/07/2014 10:00:00 AM,46.1,ND,ND,ND,ND,ND
07/07/2014 11:00:00 AM,29.8,ND,ND,ND,ND,ND
07/07/2014 12:00:00 PM,31.7,ND,ND,ND,ND,ND
07/07/2014 01:00:00 PM,40.2,ND,ND,ND,ND,ND
07/07/2014 02:00:00 PM,51.3,ND,ND,ND,ND,ND
07/07/2014 03:00:00 PM,50.1,ND,ND,ND,ND,ND
07/07/2014 04:00:00 PM,54,ND,ND,ND,ND,ND
07/07/2014 05:00:00 PM,28.9,ND,ND,ND,ND,ND
07/07/2014 06:00:00 PM,21.8,ND,ND,ND,ND,ND
07/07/2014 07:00:00 PM,19.4,ND,ND,ND,ND,ND
07/07/2014 08:00:00 PM,17.9,ND,ND,ND,ND,ND
07/07/2014 09:00:00 PM,19.2,ND,ND,ND,ND,ND
07/07/2014 10:00:00 PM,20.5,ND,ND,ND,ND,ND
07/07/2014 11:00:00 PM,45.5,ND,ND,ND,ND,ND
08/07/2014 12:00:00 AM,56.5,ND,ND,ND,ND,ND
08/07/2014 01:00:00 AM,38,ND,ND,ND,ND,ND
08/07/2014 02:00:00 AM,33.2,ND,ND,ND,ND,ND
08/07/2014 03:00:00 AM,33.3,ND,ND,ND,ND,ND
08/07/2014 04:00:00 AM,35.5,ND,ND,ND,ND,ND
08/07/2014 05:00:00 AM,40.8,ND,ND,ND,ND,ND
08/07/2014 06:00:00 AM,37,ND,ND,ND,ND,ND
08/07/2014 07:00:00 AM,41.4,ND,ND,ND,ND,ND
08/07/2014 08:00:00 AM,48.7,ND,ND,ND,ND,ND
08/07/2014 09:00:00 AM,64.4,ND,ND,ND,ND,ND
08/07/2014 10:00:00 AM,55.2,ND,ND,ND,ND,ND
08/07/2014 11:00:00 AM,37.7,ND,ND,ND,ND,ND
08/07/2014 12:00:00 PM,37.7,ND,ND,ND,ND,ND
08/07/2014 01:00:00 PM,30.6,ND,ND,ND,ND,ND
08/07/2014 02:00:00 PM,38,ND,ND,ND,ND,ND
08/07/2014 03:00:00 PM,33.7,ND,ND,ND,ND,ND
08/07/2014 04:00:00 PM,27.2,ND,ND,ND,ND,ND
08/07/2014 05:00:00 PM,47.1,ND,ND,ND,ND,ND
08/07/2014 06:00:00 PM,28.5,ND,ND,ND,ND,ND
08/07/2014 07:00:00 PM,22.8,ND,ND,ND,ND,ND
08/07/2014 08:00:00 PM,21.1,ND,ND,ND,ND,ND
08/07/2014 09:00:00 PM,15.5,ND,ND,ND,ND,ND
08/07/2014 10:00:00 PM,13.9,ND,ND,ND,ND,ND
08/07/2014 11:00:00 PM,28.2,ND,ND,ND,ND,ND
09/07/2014 12:00:00 AM,63.7,ND,ND,ND,ND,ND
09/07/2014 01:00:00 AM,37.1,ND,ND,ND,ND,ND
09/07/2014 02:00:00 AM,31.7,ND,ND,ND,ND,ND
09/07/2014 03:00:00 AM,30.6,ND,ND,ND,ND,ND
09/07/2014 04:00:00 AM,40.7,ND,ND,ND,ND,ND
09/07/2014 05:00:00 AM,43.9,ND,ND,ND,ND,ND
09/07/2014 06:00:00 AM,30,ND,ND,ND,ND,ND
09/07/2014 07:00:00 AM,36.2,ND,ND,ND,ND,ND
09/07/2014 08:00:00 AM,48.9,ND,ND,ND,ND,ND
09/07/2014 09:00:00 AM,67.2,ND,ND,ND,ND,ND
09/07/2014 10:00:00 AM,91.1,ND,ND,ND,ND,ND
09/07/2014 11:00:00 AM,57.5,ND,ND,ND,ND,ND
09/07/2014 12:00:00 PM,64.7,ND,ND,ND,ND,ND
09/07/2014 01:00:00 PM,58.1,ND,ND,ND,ND,ND
09/07/2014 02:00:00 PM,45.1,ND,ND,ND,ND,ND
09/07/2014 03:00:00 PM,33.4,ND,ND,ND,ND,ND
09/07/2014 04:00:00 PM,44.9,ND,ND,ND,ND,ND
09/07/2014 05:00:00 PM,27.6,ND,ND,ND,ND,ND
09/07/2014 06:00:00 PM,25.9,ND,ND,ND,ND,ND
09/07/2014 07:00:00 PM,26.2,ND,ND,ND,ND,ND
09/07/2014 08:00:00 PM,20.1,ND,ND,ND,ND,ND
09/07/2014 09:00:00 PM,19.7,ND,ND,ND,ND,ND
09/07/2014 10:00:00 PM,46.2,ND,ND,ND,ND,ND
09/07/2014 11:00:00 PM,56.5,ND,ND,ND,ND,ND
10/07/2014 12:00:00 AM,68.9,ND,ND,ND,ND,ND
10/07/2014 01:00:00 AM,49.8,ND,ND,ND,ND,ND
10/07/2014 02:00:00 AM,34.5,ND,ND,ND,ND,ND
10/07/2014 03:00:00 AM,34.4,ND,ND,ND,ND,ND
10/07/2014 04:00:00 AM,25.6,ND,ND,ND,ND,ND
10/07/2014 05:00:00 AM,30.7,ND,ND,ND,ND,ND
10/07/2014 06:00:00 AM,25,ND,ND,ND,ND,ND
10/07/2014 07:00:00 AM,39.9,ND,ND,ND,ND,ND
10/07/2014 08:00:00 AM,39.9,ND,ND,ND,ND,ND
10/07/2014 09:00:00 AM,92.3,ND,ND,ND,ND,ND
10/07/2014 10:00:00 AM,120.9,ND,ND,ND,ND,ND
10/07/2014 11:00:00 AM,69.9,ND,ND,ND,ND,ND
10/07/2014 12:00:00 PM,64.3,ND,ND,ND,ND,ND
10/07/2014 01:00:00 PM,64.3,ND,ND,ND,ND,ND
10/07/2014 02:00:00 PM,58.8,ND,ND,ND,ND,ND
10/07/2014 03:00:00 PM,48.2,ND,ND,ND,ND,ND
10/07/2014 04:00:00 PM,41.7,ND,ND,ND,ND,ND
10/07/2014 05:00:00 PM,66.6,ND,ND,ND,ND,ND
10/07/2014 06:00:00 PM,24.9,ND,ND,ND,ND,ND
10/07/2014 07:00:00 PM,25.4,ND,ND,ND,ND,ND
10/07/2014 08:00:00 PM,21.9,ND,ND,ND,ND,ND
10/07/2014 09:00:00 PM,31.5,ND,ND,ND,ND,ND
10/07/2014 10:00:00 PM,49,ND,ND,ND,ND,ND
10/07/2014 11:00:00 PM,80.3,ND,ND,ND,ND,ND
11/07/2014 12:00:00 AM,27.2,ND,ND,ND,ND,ND
11/07/2014 01:00:00 AM,55.4,ND,ND,ND,ND,ND
11/07/2014 02:00:00 AM,46.7,ND,ND,ND,ND,ND
11/07/2014 03:00:00 AM,39.6,ND,ND,ND,ND,ND
11/07/2014 04:00:00 AM,27.9,ND,ND,ND,ND,ND
11/07/2014 05:00:00 AM,28.2,ND,ND,ND,ND,ND
11/07/2014 06:00:00 AM,34.9,ND,ND,ND,ND,ND
11/07/2014 07:00:00 AM,39.6,ND,ND,ND,ND,ND
11/07/2014 08:00:00 AM,51.7,ND,ND,ND,ND,ND
11/07/2014 09:00:00 AM,59.4,ND,ND,ND,ND,ND
11/07/2014 10:00:00 AM,53.4,ND,ND,ND,ND,ND
11/07/2014 11:00:00 AM,61.5,ND,ND,ND,ND,ND
11/07/2014 12:00:00 PM,52.8,ND,ND,ND,ND,ND
11/07/2014 01:00:00 PM,50.2,ND,ND,ND,ND,ND
11/07/2014 02:00:00 PM,74.6,ND,ND,ND,ND,ND
11/07/2014 03:00:00 PM,68.9,ND,ND,ND,ND,ND
11/07/2014 04:00:00 PM,41.3,ND,ND,ND,ND,ND
11/07/2014 05:00:00 PM,59.2,ND,ND,ND,ND,ND
11/07/2014 06:00:00 PM,81.6,ND,ND,ND,ND,ND
11/07/2014 07:00:00 PM,93,ND,ND,ND,ND,ND
11/07/2014 08:00:00 PM,93,ND,ND,ND,ND,ND
11/07/2014 09:00:00 PM,47.4,ND,ND,ND,ND,ND
11/07/2014 10:00:00 PM,73.8,ND,ND,ND,ND,ND
11/07/2014 11:00:00 PM,39.5,ND,ND,ND,ND,ND
12/07/2014 12:00:00 AM,44.3,ND,ND,ND,ND,ND
12/07/2014 01:00:00 AM,19.6,ND,ND,ND,ND,ND
12/07/2014 02:00:00 AM,35.3,ND,ND,ND,ND,ND
12/07/2014 03:00:00 AM,28.1,ND,ND,ND,ND,ND
12/07/2014 04:00:00 AM,24.5,ND,ND,ND,ND,ND
12/07/2014 05:00:00 AM,19.9,ND,ND,ND,ND,ND
12/07/2014 06:00:00 AM,16.8,ND,ND,ND,ND,ND
12/07/2014 07:00:00 AM,22.4,ND,ND,ND,ND,ND
12/07/2014 08:00:00 AM,55.9,ND,ND,ND,ND,ND
12/07/2014 09:00:00 AM,56,ND,ND,ND,ND,ND
12/07/2014 10:00:00 AM,64.6,ND,ND,ND,ND,ND
12/07/2014 11:00:00 AM,37.7,ND,ND,ND,ND,ND
12/07/2014 12:00:00 PM,32.1,ND,ND,ND,ND,ND
12/07/2014 01:00:00 PM,39.9,ND,ND,ND,ND,ND
12/07/2014 02:00:00 PM,44,ND,ND,ND,ND,ND
12/07/2014 03:00:00 PM,44,ND,ND,ND,ND,ND
12/07/2014 04:00:00 PM,30.4,ND,ND,ND,ND,ND
12/07/2014 05:00:00 PM,34.3,ND,ND,ND,ND,ND
12/07/2014 06:00:00 PM,58.6,ND,ND,ND,ND,ND
12/07/2014 07:00:00 PM,36.9,ND,ND,ND,ND,ND
12/07/2014 08:00:00 PM,35.9,ND,ND,ND,ND,ND
12/07/2014 09:00:00 PM,42.3,ND,ND,ND,ND,ND
12/07/2014 10:00:00 PM,40.9,ND,ND,ND,ND,ND
12/07/2014 11:00:00 PM,42.1,ND,ND,ND,ND,ND
13/07/2014 12:00:00 AM,27.4,ND,ND,ND,ND,ND
13/07/2014 01:00:00 AM,50.9,ND,ND,ND,ND,ND
13/07/2014 02:00:00 AM,31.1,ND,ND,ND,ND,ND
13/07/2014 03:00:00 AM,21.5,ND,ND,ND,ND,ND
13/07/2014 04:00:00 AM,24.2,ND,ND,ND,ND,ND
13/07/2014 05:00:00 AM,23,ND,ND,ND,ND,ND
13/07/2014 06:00:00 AM,21,ND,ND,ND,ND,ND
13/07/2014 07:00:00 AM,19.3,ND,ND,ND,ND,ND
13/07/2014 08:00:00 AM,20.8,ND,ND,ND,ND,ND
13/07/2014 09:00:00 AM,37,ND,ND,ND,ND,ND
13/07/2014 10:00:00 AM,46.2,ND,ND,ND,ND,ND
13/07/2014 11:00:00 AM,19.8,ND,ND,ND,ND,ND
13/07/2014 12:00:00 PM,27.5,ND,ND,ND,ND,ND
13/07/2014 01:00:00 PM,30,ND,ND,ND,ND,ND
13/07/2014 02:00:00 PM,38.1,ND,ND,ND,ND,ND
13/07/2014 03:00:00 PM,32.8,ND,ND,ND,ND,ND
13/07/2014 04:00:00 PM,32.8,ND,ND,ND,ND,ND
13/07/2014 05:00:00 PM,31.5,ND,ND,ND,ND,ND
13/07/2014 06:00:00 PM,50.8,ND,ND,ND,ND,ND
13/07/2014 07:00:00 PM,45.6,ND,ND,ND,ND,ND
13/07/2014 08:00:00 PM,44.7,ND,ND,ND,ND,ND
13/07/2014 09:00:00 PM,43.8,ND,ND,ND,ND,ND
13/07/2014 10:00:00 PM,66.2,ND,ND,ND,ND,ND
13/07/2014 11:00:00 PM,36.2,ND,ND,ND,ND,ND
14/07/2014 12:00:00 AM,26,ND,ND,ND,ND,ND
14/07/2014 01:00:00 AM,29.5,ND,ND,ND,ND,ND
14/07/2014 02:00:00 AM,43.5,ND,ND,ND,ND,ND
14/07/2014 03:00:00 AM,33.5,ND,ND,ND,ND,ND
14/07/2014 04:00:00 AM,28.1,ND,ND,ND,ND,ND
14/07/2014 05:00:00 AM,26.1,ND,ND,ND,ND,ND
14/07/2014 06:00:00 AM,31.4,ND,ND,ND,ND,ND
14/07/2014 07:00:00 AM,36.1,ND,ND,ND,ND,ND
