time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-02-01T04:05:39.563Z,-54.0693,-2.3137,10,4.6,mb,,137,17.671,0.54,us,us70007mk3,2020-02-12T02:33:01.040Z,"Southern Mid-Atlantic Ridge",earthquake,11.9,1.9,0.206,7,reviewed,us,us
2020-02-01T02:36:54.318Z,-11.4165,118.4182,10,4.7,mb,,94,4.667,0.61,us,us60007lww,2020-02-01T03:06:23.040Z,"204km SSW of Kahale, Indonesia",earthquake,6,1.9,0.13,18,reviewed,us,us
2020-02-01T02:35:57.118Z,-24.4393,-66.9576,158.3,5.2,mww,,39,1.856,1.07,us,us60007lwh,2020-02-03T16:12:00.040Z,"69km WSW of San Antonio de los Cobres, Argentina",earthquake,7.8,5.9,0.051,37,reviewed,us,us
2020-01-31T23:32:51.609Z,38.4961,39.3382,10,4.7,mwr,,34,0.984,0.96,us,us60007lub,2020-01-31T23:53:28.040Z,"5km NNE of Sivrice, Turkey",earthquake,4.9,1.9,0.071,19,reviewed,us,us
2020-01-31T23:06:11.255Z,-12.2747,-76.6148,75.51,4.7,mb,,167,0.361,0.63,us,us60007lul,2020-02-05T19:44:58.206Z,"21km ENE of San Bartolo, Peru",earthquake,13.6,6.7,0.074,55,reviewed,us,us
2020-01-31T22:10:55.497Z,-6.4569,129.1062,218.46,5,mww,,28,2.651,0.9,us,us60007lsc,2020-02-04T06:15:46.949Z,"294km NW of Saumlaki, Indonesia",earthquake,7.3,4.9,0.08,15,reviewed,us,us
2020-01-31T20:34:28.612Z,6.1019,-82.5301,10,4.5,mb,,107,2.424,0.95,us,us60007lp8,2020-02-01T17:54:48.040Z,"216km S of Punta de Burica, Panama",earthquake,7.4,1.9,0.091,36,reviewed,us,us
2020-01-31T17:07:46.997Z,35.9679,140.0879,69.52,5.3,mww,,48,0.275,1.08,us,us60007lia,2020-02-12T11:40:50.347Z,"4km W of Ushiku, Japan",earthquake,6.4,2.8,0.063,24,reviewed,us,us
2020-01-31T16:11:21.506Z,35.6484,140.7206,39.78,5.2,mww,,111,2.193,1.41,us,us60007lgs,2020-02-01T19:27:41.660Z,"9km SE of Asahi, Japan",earthquake,2.6,6,0.071,19,reviewed,us,us
2020-01-31T13:53:30.867Z,-25.3592,178.4951,575.65,5.7,mww,,151,7.588,1.15,us,us60007lbm,2020-02-01T16:39:02.040Z,"South of the Fiji Islands",earthquake,13.3,8.9,0.073,18,reviewed,us,us
2020-01-31T12:27:01.764Z,-8.2682,156.528,10,5.3,mb,,53,3.573,0.76,us,us60007la0,2020-01-31T18:34:56.040Z,"39km WSW of Gizo, Solomon Islands",earthquake,6.8,1.9,0.058,100,reviewed,us,us
2020-01-31T12:19:47.416Z,18.0971,145.8235,115.93,4.7,mb,,81,2.84,1.1,us,us60007l9y,2020-01-31T12:42:06.040Z,"5km ESE of Pagan, Northern Mariana Islands",earthquake,11.2,4.4,0.052,113,reviewed,us,us
2020-01-31T11:25:38.200Z,55.8733,-149.3636,12.96,5.1,mww,,76,2.559,0.83,us,us60007l8q,2020-02-19T11:35:41.169Z,"282km SE of Kodiak, Alaska",earthquake,6.5,4.2,0.047,43,reviewed,us,us
2020-01-31T11:18:49.419Z,6.68,125.4161,37.95,5.2,mb,,81,0.419,1.04,us,us60007l8m,2020-02-06T13:49:10.043Z,"7km E of Guihing Proper, Philippines",earthquake,6,5.5,0.069,69,reviewed,us,us
2020-01-31T11:08:06.840Z,-23.0723,-174.1171,10,5.2,mb,,168,5.577,0.89,us,us60007l8f,2020-01-31T11:27:24.040Z,"210km SSE of `Ohonua, Tonga",earthquake,12.8,1.9,0.085,45,reviewed,us,us
2020-01-31T10:55:21.055Z,24.7892,98.0194,10,4.5,mb,,82,3.433,0.64,us,us60007l7u,2020-01-31T11:15:39.040Z,"12km ENE of Pingyuan, China",earthquake,8.9,1.7,0.15,13,reviewed,us,us
2020-01-31T10:31:21.862Z,37.0206,-24.2317,10,4.7,mb,,78,1.268,0.58,us,us60007l83,2020-01-31T11:26:36.040Z,"127km SE of Furnas, Portugal",earthquake,8.7,1.7,0.067,68,reviewed,us,us
2020-01-31T09:34:41.439Z,47.8818,154.1953,45.94,5,mb,,173,5.689,0.63,us,us60007l6t,2020-01-31T09:50:08.040Z,"Kuril Islands",earthquake,10.7,7.7,0.038,224,reviewed,us,us
2020-01-31T06:37:12.727Z,-18.9217,-172.7421,10,4.8,mb,,102,2.667,1.18,us,us60007l51,2020-02-19T11:53:28.040Z,"134km ESE of Neiafu, Tonga",earthquake,13.1,1.9,0.105,28,reviewed,us,us
2020-01-31T06:09:40.602Z,24.8037,122.0331,10,4.6,mb,,81,0.515,1.01,us,us60007l3i,2020-02-19T11:36:28.040Z,"28km E of Yilan, Taiwan",earthquake,1.7,1.9,0.116,22,reviewed,us,us
2020-01-31T05:45:32.189Z,39.768,77.2433,10,4.6,mb,,76,2.005,1.02,us,us60007l2y,2020-02-19T11:28:55.040Z,"96km E of Arzak, China",earthquake,5.5,2,0.133,17,reviewed,us,us
2020-01-31T05:39:55.725Z,-30.4704,-178.4964,121.36,4.6,mb,,123,1.316,1.07,us,us60007l30,2020-02-19T11:23:42.040Z,"113km NNE of L'Esperance Rock, New Zealand",earthquake,10.6,10.2,0.122,20,reviewed,us,us
2020-01-31T04:34:38.155Z,35.2353,27.9676,10,4.7,mb,,63,0.728,1.34,us,us60007l19,2020-01-31T04:56:15.040Z,"74km ESE of Karpathos, Greece",earthquake,3.2,1.9,0.063,77,reviewed,us,us
2020-01-31T02:19:08.822Z,-3.1958,146.1046,10,4.9,mb,,69,1.702,1.11,us,us60007kz0,2020-01-31T02:35:10.040Z,"183km SW of Lorengau, Papua New Guinea",earthquake,9.3,1.9,0.145,15,reviewed,us,us
2020-01-31T01:46:05.290Z,-21.554,-178.0356,468.49,4.5,mb,,161,5.286,0.7,us,us70007l0i,2020-02-07T22:48:06.040Z,"121km SE of Ndoi Island, Fiji",earthquake,13.3,7.5,0.124,19,reviewed,us,us
2020-01-31T01:26:47.599Z,45.7408,26.6575,120.26,4.8,mb,,23,0.559,1.25,us,us60007ky6,2020-02-01T11:08:56.345Z,"5km WNW of Nereju, Romania",earthquake,6.7,6.5,0.032,297,reviewed,us,us
2020-01-30T22:38:55.180Z,-3.4404,146.1798,10,5.9,mww,,40,1.825,0.9,us,us60007kv1,2020-02-05T19:49:51.631Z,"198km SW of Lorengau, Papua New Guinea",earthquake,7.4,1.8,0.073,18,reviewed,us,us
2020-01-30T22:10:10.201Z,-3.667,-75.3494,10,5.1,mb,,30,4.08,0.78,us,us60007kt4,2020-02-04T06:27:11.777Z,"176km NNE of Lagunas, Peru",earthquake,8.1,1.8,0.023,597,reviewed,us,us
2020-01-30T21:53:03.003Z,-1.912,99.8976,10,5.2,mb,,89,2.499,0.9,us,us60007ki4,2020-02-09T02:31:22.889Z,"83km ESE of Muara Siberut, Indonesia",earthquake,4.6,1.7,0.058,97,reviewed,us,us
2020-01-30T18:58:40.951Z,18.936,-80.9582,10,4.7,mb,,43,3.323,1.07,us,us60007kae,2020-02-01T01:24:49.416Z,"43km SSE of East End, Cayman Islands",earthquake,2.7,1.9,0.036,228,reviewed,us,us
2020-01-30T18:34:01.527Z,49.9772,-177.8604,10,4.6,mb,,188,1.93,0.75,us,us60007k9x,2020-02-10T22:36:57.633Z,"168km SSE of Amatignak Island, Alaska",earthquake,9.2,1.9,0.036,233,reviewed,us,us
2020-01-30T17:58:07.984Z,-9.9763,160.9575,10,5,mb,,72,1.129,0.87,us,us60007k8x,2020-01-31T01:53:20.673Z,"118km WNW of Kirakira, Solomon Islands",earthquake,8,1.9,0.073,59,reviewed,us,us
2020-01-30T13:15:26.401Z,-10.0526,160.8422,23.48,4.8,mb,,63,1.072,0.62,us,us60007k1v,2020-01-30T13:30:54.040Z,"119km SE of Honiara, Solomon Islands",earthquake,7.1,5.8,0.089,39,reviewed,us,us
2020-01-30T11:21:37.234Z,35.2254,27.8103,10,5.8,mww,,37,0.62,1.38,us,us60007jzj,2020-01-31T11:24:23.374Z,"62km ESE of Karpathos, Greece",earthquake,5.3,1.8,0.063,24,reviewed,us,us
2020-01-30T07:38:12.419Z,38.9966,94.7497,10,4.6,mb,,61,9.74,0.63,us,us60007jvs,2020-02-19T11:03:19.040Z,"137km NNW of Da Qaidam Hu, China",earthquake,8.9,1.9,0.08,47,reviewed,us,us
2020-01-30T06:47:24.049Z,17.0033,-99.944,16.96,5.1,mww,,169,1.428,0.95,us,us60007juk,2020-01-31T13:58:17.920Z,"6km NNE of Bajos del Ejido, Mexico",earthquake,9.4,5.6,0.08,15,reviewed,us,us
2020-01-30T06:33:44.180Z,6.8025,-72.9836,159.86,4.6,mb,,54,2.356,1.28,us,us60007jud,2020-01-30T06:53:19.040Z,"12km NNE of Aratoca, Colombia",earthquake,7.9,6.8,0.062,78,reviewed,us,us
2020-01-30T06:10:17.489Z,50.9654,-179.8901,22.18,4.6,mb,,206,0.655,0.99,us,us60007jtu,2020-02-10T22:36:55.438Z,"63km WSW of Amatignak Island, Alaska",earthquake,8.5,4.2,0.046,143,reviewed,us,us
2020-01-30T01:28:06.282Z,35.193,27.91,10,5.6,mww,,46,0.706,1.1,us,us60007jpa,2020-01-31T01:30:21.080Z,"72km ESE of Karpathos, Greece",earthquake,5,1.9,0.056,31,reviewed,us,us
2020-01-30T01:02:46.077Z,1.5424,126.4892,21.21,4.6,mb,,140,1.164,0.83,us,us60007jp3,2020-01-30T01:28:13.040Z,"128km NW of Kota Ternate, Indonesia",earthquake,8.2,6.5,0.119,21,reviewed,us,us
2020-01-29T23:46:56.062Z,0.7136,126.3292,27.01,5.8,mww,,25,1.039,0.88,us,us60007jmj,2020-02-16T05:17:52.667Z,"115km W of Kota Ternate, Indonesia",earthquake,6.1,3.1,0.052,36,reviewed,us,us
2020-01-29T23:17:47.302Z,16.9133,-100.0341,10,4.8,mb,,109,0.146,0.85,us,us60007jlz,2020-02-16T04:15:56.863Z,"8km WSW of Bajos del Ejido, Mexico",earthquake,4.8,1.8,0.057,96,reviewed,us,us
2020-01-29T22:13:21.341Z,7.1328,92.0445,10,4.6,mb,,135,4.546,0.81,us,us60007jkb,2020-02-15T04:16:54.040Z,"167km WSW of Mohean, India",earthquake,9,1.9,0.091,36,reviewed,us,us
2020-01-29T21:45:34.496Z,28.7675,91.7966,10,4.5,mb,,75,1.1,0.69,us,us60007jiz,2020-02-15T03:51:11.040Z,"55km S of Naidong, China",earthquake,2.8,1.8,0.067,65,reviewed,us,us
2020-01-29T20:53:36.884Z,-30.2366,-72.1411,11.49,4.9,mwr,,154,0.617,0.88,us,us60007jgq,2020-01-29T21:30:12.040Z,"83km WSW of Coquimbo, Chile",earthquake,4.6,4.8,,,reviewed,us,guc
2020-01-29T18:07:31.086Z,37.1334,44.9028,10,4.9,mb,,63,1.567,1.11,us,us60007jb3,2020-01-30T06:27:50.958Z,"20km WNW of Oshnaviyeh, Iran",earthquake,5.7,1.9,0.056,100,reviewed,us,us
2020-01-29T15:32:14.499Z,-3.4042,145.6494,10,4.8,mb,,69,2.183,0.86,us,us60007j4z,2020-02-11T03:03:16.040Z,"190km ENE of Angoram, Papua New Guinea",earthquake,5.5,1.9,0.082,46,reviewed,us,us
2020-01-29T15:10:53.203Z,10.3105,93.7827,10,5,mb,,58,1.681,0.88,us,us60007j4e,2020-02-11T02:48:56.040Z,"187km SE of Port Blair, India",earthquake,7.3,1.8,0.067,72,reviewed,us,us
2020-01-29T14:53:14.550Z,19.3791,-78.6607,10,4.9,mww,,58,1.566,0.61,us,us60007j3t,2020-02-19T08:30:51.329Z,"114km NNW of Lucea, Jamaica",earthquake,6,1.9,0.089,12,reviewed,us,us
2020-01-29T14:27:37.320Z,18.9538,-67.6276,7,4.6,ml,12,189,0.5884,0.97,pr,pr2020029007,2020-02-19T08:20:37.040Z,"75km NW of San Antonio, Puerto Rico",earthquake,4.84,31.61,0.1,6,reviewed,pr,pr
2020-01-29T14:16:05.752Z,-29.4086,-178.5039,212.72,4.6,mb,,135,0.527,0.62,us,us70007kw9,2020-02-19T08:04:20.040Z,"60km WSW of Raoul Island, New Zealand",earthquake,13,6.9,0.114,23,reviewed,us,us
2020-01-29T13:49:49.744Z,-10.418,161.2756,85,6,mww,,20,1.63,0.8,us,us60007j2w,2020-02-19T07:33:54.530Z,"70km W of Kirakira, Solomon Islands",earthquake,6.4,1.8,0.041,57,reviewed,us,us
2020-01-29T13:36:59.488Z,35.1747,27.891,10,4.8,mb,,60,0.702,0.87,us,us60007j2q,2020-02-19T07:04:25.040Z,"71km ESE of Karpathos, Greece",earthquake,6.9,1.9,0.067,68,reviewed,us,us
2020-01-29T09:37:21.455Z,0.5055,91.8787,10,4.7,mb,,114,7.369,0.76,us,us60007iyx,2020-01-29T09:58:01.040Z,"North Indian Ocean",earthquake,8.2,1.9,0.106,27,reviewed,us,us
2020-01-29T09:10:46.613Z,38.8107,70.5587,10,5.3,mb,,35,1.179,1.14,us,us60007iyb,2020-01-29T17:35:43.548Z,"29km SSE of Gharm, Tajikistan",earthquake,6.4,0.9,0.062,87,reviewed,us,us
2020-01-29T07:26:49.561Z,-5.0532,152.0486,67.79,5.1,mb,,130,0.864,0.89,us,us60007iw0,2020-01-29T07:46:32.040Z,"81km SSW of Kokopo, Papua New Guinea",earthquake,10.3,8.3,0.074,59,reviewed,us,us
2020-01-29T06:14:06.146Z,44.545,148.0209,73.51,4.7,mb,,197,3.917,0.52,us,us60007iv7,2020-01-29T07:11:37.040Z,"77km S of Kuril'sk, Russia",earthquake,12.4,9.5,0.06,84,reviewed,us,us
2020-01-29T02:44:44.843Z,54.6787,158.5963,214.87,4.9,mb,,76,1.659,0.87,us,us60007iqi,2020-02-15T02:26:47.040Z,"139km S of Esso, Russia",earthquake,7.8,4.7,0.042,177,reviewed,us,us
2020-01-29T02:13:16.512Z,19.0246,-80.7573,10,4.5,mb,,32,3.157,0.76,us,us60007ipt,2020-02-15T00:34:55.203Z,"48km SE of East End, Cayman Islands",earthquake,6.2,1.8,0.062,77,reviewed,us,us
2020-01-29T01:58:11.777Z,-11.965,165.965,10,4.6,mb,,140,3.664,1.35,us,us70007kww,2020-02-14T23:47:56.040Z,"138km S of Lata, Solomon Islands",earthquake,7.8,1.9,0.222,6,reviewed,us,us
2020-01-29T00:41:56.268Z,18.9211,-80.8777,10,4.5,mb,,69,3.245,0.92,us,us60007in9,2020-02-11T02:26:26.382Z,"48km SSE of East End, Cayman Islands",earthquake,7.8,1.9,0.054,100,reviewed,us,us
2020-01-28T23:39:29.598Z,27.1847,126.7734,10,5.3,mb,,58,1.381,1.15,us,us60007ilr,2020-02-11T02:11:52.040Z,"134km NW of Ishikawa, Japan",earthquake,2.6,1.9,0.048,144,reviewed,us,us
2020-01-28T23:09:08.813Z,19.0286,-80.8407,12.39,4.5,mb,,101,3.235,0.74,us,us70007k50,2020-02-11T01:50:21.040Z,"41km SE of East End, Cayman Islands",earthquake,7,3.1,0.106,26,reviewed,us,us
2020-01-28T22:32:06.045Z,-0.2431,29.7646,10,4.6,mb,,80,1.036,0.99,us,us60007ik2,2020-02-10T05:53:49.692Z,"41km W of Rubirizi, Uganda",earthquake,7.1,1.9,0.112,24,reviewed,us,us
2020-01-28T21:58:57.470Z,18.9865,-80.9146,10,5.4,mb,,102,3.293,0.82,us,us70007k4v,2020-02-10T05:14:20.211Z,"40km SSE of East End, Cayman Islands",earthquake,6,1.8,0.074,63,reviewed,us,us
2020-01-28T21:55:16.420Z,18.9437,-80.742,10,6.1,mww,,66,3.124,0.85,us,us60007iig,2020-02-10T04:56:57.394Z,"55km SE of East End, Cayman Islands",earthquake,5.8,1.8,0.098,10,reviewed,us,us
2020-01-28T21:44:57.993Z,35.1301,27.894,10,4.5,mb,,52,1.096,0.7,us,us60007ii1,2020-02-10T04:37:07.040Z,"74km SE of Karpathos, Greece",earthquake,6.3,1.9,0.07,60,reviewed,us,us
2020-01-28T20:59:59.461Z,19.0845,-80.924,10,4.9,mb,,34,3.325,1.03,us,us60007ih2,2020-02-10T05:03:20.679Z,"31km SE of East End, Cayman Islands",earthquake,6.9,1.9,0.027,438,reviewed,us,us
2020-01-28T20:39:44.911Z,19.2755,-79.145,10,4.7,mb,,35,1.848,1.18,us,us60007ig2,2020-02-01T20:28:39.200Z,"137km NW of Lucea, Jamaica",earthquake,6.4,1.9,0.037,234,reviewed,us,us
2020-01-28T20:37:20.553Z,33.8073,45.723,10,4.9,mb,,49,2.192,0.7,us,us60007ig7,2020-02-01T20:02:40.040Z,"16km ENE of Mandali, Iraq",earthquake,6.8,1.9,0.057,98,reviewed,us,us
2020-01-28T20:29:37.165Z,7.316,92.0691,10,5,mb,,98,4.363,1.15,us,us60007ifv,2020-02-01T19:34:33.040Z,"155km WSW of Mohean, India",earthquake,9.1,1.9,0.07,66,reviewed,us,us
2020-01-28T20:15:08.074Z,41.4629,19.5346,10,5.1,mb,,21,0.987,1.37,us,us60007ifh,2020-02-03T23:24:07.797Z,"12km NW of Vore, Albania",earthquake,4.1,1.8,0.035,265,reviewed,us,us
2020-01-28T19:32:55.724Z,18.8695,-80.5972,9.81,4.5,ml,,75,2.975,1.17,us,us60007ign,2020-01-31T22:47:38.966Z,"72km SE of East End, Cayman Islands",earthquake,7.6,5.6,0.148,6,reviewed,us,us
2020-01-28T19:10:24.922Z,19.421,-78.7627,14.8,7.7,mww,,26,1.663,0.74,us,us60007idc,2020-02-17T05:34:41.793Z,"124km NNW of Lucea, Jamaica",earthquake,6.2,3,0.022,199,reviewed,us,us
2020-01-28T18:16:44.347Z,-30.2666,-72.3391,10,5.5,mww,,87,0.73,0.89,us,us60007ibj,2020-01-30T21:34:05.050Z,"102km WSW of Coquimbo, Chile",earthquake,4.5,1.8,0.046,46,reviewed,us,us
2020-01-28T16:41:43.419Z,51.1947,-179.9178,35,5.4,mww,,129,0.524,0.54,us,us60007i8r,2020-02-16T16:51:45.778Z,"57km W of Amatignak Island, Alaska",earthquake,8.2,1.9,0.073,18,reviewed,us,us
2020-01-28T16:13:13.703Z,35.2972,27.952,10,4.5,mb,,181,4.421,0.61,us,us70007k4y,2020-02-10T22:19:15.040Z,"71km ESE of Karpathos, Greece",earthquake,5.5,1.9,0.124,23,reviewed,us,us
2020-01-28T16:12:41.207Z,35.2236,27.8475,10,4.5,mb,,52,0.647,0.88,us,us60007i7x,2020-02-10T22:00:41.040Z,"65km ESE of Karpathos, Greece",earthquake,5.4,1.8,0.089,40,reviewed,us,us
2020-01-28T15:38:34.436Z,35.2183,27.8918,10,5.5,mww,,37,0.681,0.65,us,us60007i7j,2020-02-10T21:58:54.335Z,"69km ESE of Karpathos, Greece",earthquake,5.2,1.7,0.052,35,reviewed,us,us
2020-01-28T15:24:34.670Z,29.5876,52.1306,10,5,mb,,45,5.875,0.59,us,us60007i7g,2020-02-10T21:52:58.139Z,"39km W of Shiraz, Iran",earthquake,3.2,1.8,0.048,137,reviewed,us,us
2020-01-28T13:56:32.223Z,-9.2348,-108.7968,10,4.7,mb,,161,17.805,0.61,us,us70007k42,2020-02-10T20:39:10.040Z,"Central East Pacific Rise",earthquake,17.2,1.9,0.08,47,reviewed,us,us
2020-01-28T13:35:54.777Z,-8.8855,-109.0178,10,4.8,mb,,158,18.182,0.93,us,us60007i66,2020-02-10T20:27:54.040Z,"Central East Pacific Rise",earthquake,14.2,1.2,0.058,91,reviewed,us,us
2020-01-28T13:12:08.902Z,-8.9436,-108.6992,10,4.7,mb,,113,20.089,0.58,us,us60007i5k,2020-02-10T20:22:22.040Z,"Central East Pacific Rise",earthquake,6.7,1.9,0.055,100,reviewed,us,us
2020-01-28T13:06:02.628Z,-8.8752,-108.7166,10,4.7,mb,,88,31.052,0.7,us,us70007k41,2020-02-10T20:17:46.040Z,"Central East Pacific Rise",earthquake,15.4,1.9,0.063,77,reviewed,us,us
2020-01-28T11:26:14.541Z,39.1048,27.859,6.29,5.1,mb,,20,0.534,0.84,us,us60007i49,2020-02-02T00:50:33.404Z,"16km E of Kirkagac, Turkey",earthquake,5.1,4.2,0.049,138,reviewed,us,us
2020-01-28T10:39:43.006Z,-17.6641,-174.7287,10,4.7,mb,,96,4.771,0.73,us,us70007k3x,2020-02-18T11:01:35.040Z,"134km NW of Neiafu, Tonga",earthquake,6.8,1.9,0.118,22,reviewed,us,us
2020-01-28T10:13:49.962Z,41.1431,141.8684,63.69,4.5,mb,,164,3.021,0.38,us,us60007i3r,2020-01-29T01:10:21.041Z,"56km ESE of Mutsu, Japan",earthquake,10.8,9.1,0.081,45,reviewed,us,us
2020-01-28T09:40:43.715Z,-7.0548,129.1744,146.71,4.5,mb,,70,2.299,0.74,us,us60007i30,2020-01-31T08:14:14.040Z,"256km WNW of Saumlaki, Indonesia",earthquake,8.8,8.6,0.124,19,reviewed,us,us
2020-01-28T06:52:04.163Z,33.7314,45.7272,10,4.8,mb,,102,1.382,0.64,us,us60007i09,2020-01-28T07:46:55.040Z,"16km E of Mandali, Iraq",earthquake,6.4,1.5,0.061,82,reviewed,us,us
2020-01-28T04:47:27.685Z,-11.672,124.2868,10,4.6,mb,,79,1.904,1.02,us,us60007hxq,2020-01-28T05:02:00.040Z,"183km SSE of Kupang, Indonesia",earthquake,7.3,1.9,0.172,10,reviewed,us,us
2020-01-28T04:24:07.498Z,10.2118,-62.1016,40.45,4.8,mb,,125,1.958,0.81,us,us60007hxa,2020-01-29T03:17:17.711Z,"31km NNE of Pedernales, Venezuela",earthquake,8.1,9.6,0.037,230,reviewed,us,us
2020-01-28T04:19:51.310Z,52.7147,159.0955,67.63,4.7,mb,,136,0.41,0.6,us,us60007hx9,2020-01-28T04:40:36.040Z,"47km SE of Petropavlovsk-Kamchatskiy, Russia",earthquake,9.1,5.3,0.039,201,reviewed,us,us
2020-01-28T01:36:02.539Z,43.558,145.9487,78.99,5.5,mb,,102,2.491,0.77,us,us60007huu,2020-02-15T07:06:58.703Z,"39km NE of Nemuro, Japan",earthquake,8.2,6.7,0.044,175,reviewed,us,us
2020-01-28T00:36:48.350Z,-10.1427,161.039,6.44,4.6,mb,,96,1.283,0.37,us,us70007k3m,2020-02-09T00:04:14.040Z,"102km WNW of Kirakira, Solomon Islands",earthquake,11.9,6,0.173,10,reviewed,us,us
2020-01-27T20:57:05.710Z,-5.4507,150.3236,150.24,4.6,mb,,66,2.219,0.64,us,us60007hjx,2020-02-13T18:18:07.040Z,"22km ENE of Kimbe, Papua New Guinea",earthquake,8.3,6.7,0.087,39,reviewed,us,us
2020-01-27T19:13:23.745Z,-6.201,152.5074,9.68,5.1,mww,,43,2.025,0.89,us,us60007hgz,2020-02-13T16:05:46.040Z,"200km SSW of Taron, Papua New Guinea",earthquake,6.8,3,0.075,17,reviewed,us,us
2020-01-27T18:42:12.593Z,-17.2799,168.0627,35,4.5,mb,,205,2,0.78,us,us70007k21,2020-02-13T23:39:52.040Z,"57km NNW of Port-Vila, Vanuatu",earthquake,10.1,2,0.191,8,reviewed,us,us
2020-01-27T16:44:22.497Z,-15.6776,-174.47,129.32,4.6,mb,,145,9.425,0.33,us,us70007k1x,2020-02-10T19:40:55.040Z,"82km WNW of Hihifo, Tonga",earthquake,7.5,9.7,0.136,16,reviewed,us,us
2020-01-27T15:51:49.423Z,51.1744,-179.8238,35,5.2,mb,,139,0.586,0.67,us,us60007har,2020-02-10T18:02:51.040Z,"50km W of Amatignak Island, Alaska",earthquake,5.5,1.9,0.024,557,reviewed,us,us
2020-01-27T15:31:47.028Z,-25.6452,-174.8739,9.74,4.5,mb,,148,7.979,0.72,us,us70007k1u,2020-02-10T17:50:23.040Z,"South of Tonga",earthquake,12.7,5.2,0.132,17,reviewed,us,us
2020-01-27T14:26:29.446Z,35.6993,75.2078,10,4.5,mb,,201,2.594,0.49,us,us60007h9c,2020-02-10T16:16:23.040Z,"50km NE of Idgah, Pakistan",earthquake,9.8,1.9,0.242,5,reviewed,us,us
2020-01-27T14:24:45.638Z,80.7982,121.3598,10,5.1,mww,,25,9.373,0.57,us,us60007had,2020-02-10T16:11:23.040Z,"East of Severnaya Zemlya",earthquake,8.3,1.8,0.078,16,reviewed,us,us
2020-01-27T13:28:27.840Z,29.5899,52.0467,10,5.3,mww,,46,4.814,0.77,us,us60007h8p,2020-02-10T15:50:46.734Z,"38km E of Kazerun, Iran",earthquake,6.5,1.8,0.069,20,reviewed,us,us
2020-01-27T08:27:46.020Z,58.7977,158.8355,10,4.6,mb,,108,4.221,0.45,us,us60007h3d,2020-01-27T09:32:28.040Z,"74km WSW of Palana, Russia",earthquake,10.4,1.9,0.043,159,reviewed,us,us
2020-01-27T08:03:41.584Z,3.0784,97.7135,88.67,4.6,mb,,127,1.267,0.55,us,us60007h33,2020-01-27T08:53:02.040Z,"86km W of Kabanjahe, Indonesia",earthquake,5.9,9.5,0.112,24,reviewed,us,us
2020-01-27T07:10:39.747Z,24.773,91.731,10,4.5,mb,,160,0.798,0.96,us,us60007h26,2020-01-28T12:38:11.832Z,"19km SW of Sylhet, Bangladesh",earthquake,6.2,1.9,0.089,37,reviewed,us,us
2020-01-27T05:26:27.168Z,-47.4709,103.5326,10,4.5,mb,,152,19.218,0.09,us,us70007k1e,2020-02-17T14:29:41.040Z,"Southeast Indian Ridge",earthquake,13.9,1.9,0.18,9,reviewed,us,us
2020-01-27T05:02:01.704Z,-10.0929,161.0606,21,6.3,mww,,18,8.012,0.98,us,us60007gyx,2020-02-18T06:28:31.111Z,"102km WNW of Kirakira, Solomon Islands",earthquake,5.2,1.8,0.043,51,reviewed,us,us
2020-01-27T03:32:36.339Z,-5.132,102.3652,34.91,4.8,mb,,94,0.966,0.68,us,us60007gx6,2020-02-07T01:16:49.040Z,"147km S of Bengkulu, Indonesia",earthquake,6.8,4.9,0.078,51,reviewed,us,us
2020-01-27T03:16:33.306Z,37.9569,-26.253,10,4.8,mb,,88,0.608,0.74,us,us60007gwu,2020-02-07T01:00:16.783Z,"53km WNW of Arrifes, Portugal",earthquake,5.4,1.9,0.092,37,reviewed,us,us
2020-01-26T22:40:28.425Z,51.227,-179.8814,35,4.6,mb,,211,1.815,0.96,us,us60007grp,2020-02-14T19:45:27.246Z,"54km W of Amatignak Island, Alaska",earthquake,7.8,2,0.065,71,reviewed,us,us
2020-01-26T22:33:40.589Z,51.3133,-179.9871,35,5.7,mww,,174,0.451,1.06,us,us60007gra,2020-01-28T02:27:42.040Z,"61km W of Amatignak Island, Alaska",earthquake,6.4,2,0.08,15,reviewed,us,us
2020-01-26T22:33:35.847Z,50.9974,-179.8613,1.9,5.4,ml,,,,0.55,ak,ak02017daqk0,2020-02-17T22:43:46.777Z,"60km WSW of Amatignak Island, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-01-26T19:27:59.615Z,33.8692,-38.1971,10,4.5,mb,,188,27.878,0.79,us,us70007jxt,2020-02-10T20:12:17.040Z,"Northern Mid-Atlantic Ridge",earthquake,15.3,1.9,0.132,17,reviewed,us,us
2020-01-26T18:44:04.233Z,-21.995,-65.8973,267.3,5.3,mww,,27,2.315,1.2,us,us60007gm5,2020-02-16T16:54:58.040Z,"32km WNW of Villazon, Bolivia",earthquake,7.4,4.8,0.059,28,reviewed,us,us
2020-01-26T18:41:00.545Z,-9.2992,-108.4,10,4.7,mb,,241,19.962,1.12,us,us70007jxq,2020-02-10T20:09:23.040Z,"Central East Pacific Rise",earthquake,14,2,0.089,38,reviewed,us,us
2020-01-26T18:35:40.719Z,-8.7729,-108.2178,10,4.5,mb,,151,18.287,0.78,us,us70007jxr,2020-02-10T19:56:14.040Z,"Central East Pacific Rise",earthquake,13.5,1.9,0.096,32,reviewed,us,us
